crop_year,crop_year_start,month,month_order,price_type,sugar_class,product_type,unit,price,source_period,source_file
2013-2014,2013,June,10,"""D"" World Market","""D""",raw_sugar,PHP/LKg,727.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,June,10,Composite Price,,raw_sugar,PHP/LKg,1302.18,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,June,10,Molasses,,molasses,PHP/MT,6625.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,636.25,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1422.5,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,July,11,"""D"" World Market","""D""",raw_sugar,PHP/LKg,687.5,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,July,11,Composite Price,,raw_sugar,PHP/LKg,1285.08,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,July,11,Molasses,,molasses,PHP/MT,6125.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,656.67,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1416.25,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,August,12,"""D"" World Market","""D""",raw_sugar,PHP/LKg,646.67,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,August,12,Composite Price,,raw_sugar,PHP/LKg,1278.73,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,August,12,Molasses,,molasses,PHP/MT,5918.75,2010-2015,data\extracted\millsite_prices\2010-2015\table_03_lattice.csv
2014-2015,2014,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,956.37,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1517.83,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,September,1,"""D"" World Market","""D""",raw_sugar,PHP/LKg,740.27,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,September,1,Composite Price,,raw_sugar,PHP/LKg,1450.88,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,September,1,Molasses,,molasses,PHP/MT,6498.97,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,995.04,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1519.58,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,October,2,"""D"" World Market","""D""",raw_sugar,PHP/LKg,865.67,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,October,2,Composite Price,,raw_sugar,PHP/LKg,1460.66,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,October,2,Molasses,,molasses,PHP/MT,6620.94,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,915.27,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1458.78,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,November,3,"""D"" World Market","""D""",raw_sugar,PHP/LKg,855.85,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,November,3,Composite Price,,raw_sugar,PHP/LKg,1401.46,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,November,3,Molasses,,molasses,PHP/MT,6454.62,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,852.03,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1481.15,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,"""D"" World Market","""D""",raw_sugar,PHP/LKg,755.79,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,Composite Price,,raw_sugar,PHP/LKg,1413.43,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,Molasses,,molasses,PHP/MT,6483.07,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,752.19,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1411.15,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,January,5,"""D"" World Market","""D""",raw_sugar,PHP/LKg,747.38,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,January,5,Composite Price,,raw_sugar,PHP/LKg,1318.32,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,January,5,Molasses,,molasses,PHP/MT,6102.01,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,792.28,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1456.66,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,February,6,"""D"" World Market","""D""",raw_sugar,PHP/LKg,783.43,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,February,6,Composite Price,,raw_sugar,PHP/LKg,1383.31,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,February,6,Molasses,,molasses,PHP/MT,5996.65,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,810.68,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1519.81,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,814.16,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,March,7,Composite Price,,raw_sugar,PHP/LKg,1480.64,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,March,7,Molasses,,molasses,PHP/MT,5805.82,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,855.58,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1646.14,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,April,8,"""D"" World Market","""D""",raw_sugar,PHP/LKg,838.08,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,April,8,Composite Price,,raw_sugar,PHP/LKg,1614.17,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,April,8,Molasses,,molasses,PHP/MT,6038.04,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,906.48,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1710.43,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,May,9,Composite Price,,raw_sugar,PHP/LKg,1694.35,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,May,9,Molasses,,molasses,PHP/MT,5860.58,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,951.6,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1652.59,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,June,10,Composite Price,,raw_sugar,PHP/LKg,1638.57,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,June,10,Molasses,,molasses,PHP/MT,6187.5,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,700.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1622.52,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,July,11,Composite Price,,raw_sugar,PHP/LKg,1604.07,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,905.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1621.25,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2014-2015,2014,August,12,Composite Price,,raw_sugar,PHP/LKg,1606.93,2010-2015,data\extracted\millsite_prices\2010-2015\table_02_lattice.csv
2015-2016,2015,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1662.83,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,September,1,Composite Price,,raw_sugar,PHP/LKg,1662.83,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,September,1,Molasses,,molasses,PHP/MT,8483.76,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1706.34,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,October,2,Composite Price,,raw_sugar,PHP/LKg,1706.34,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,October,2,Molasses,,molasses,PHP/MT,9631.31,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1766.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,November,3,Composite Price,,raw_sugar,PHP/LKg,1766.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,November,3,Molasses,,molasses,PHP/MT,9120.32,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1820.75,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,December,4,Composite Price,,raw_sugar,PHP/LKg,1820.75,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,December,4,Molasses,,molasses,PHP/MT,8232.46,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2015-2016,2015,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,875.13,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1486.97,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,January,5,"""D"" World Market","""D""",raw_sugar,PHP/LKg,773.3,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,January,5,Composite Price,,raw_sugar,PHP/LKg,1389.09,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,January,5,Molasses,,molasses,PHP/MT,7274.91,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,850.24,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1525.34,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,February,6,"""D"" World Market","""D""",raw_sugar,PHP/LKg,808.06,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,February,6,Composite Price,,raw_sugar,PHP/LKg,1455.72,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,February,6,Molasses,,molasses,PHP/MT,8019.31,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,830.05,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1584.63,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,830.75,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,March,7,Composite Price,,raw_sugar,PHP/LKg,1527.69,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,March,7,Molasses,,molasses,PHP/MT,7468.89,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,823.75,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1691.63,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,April,8,Composite Price,,raw_sugar,PHP/LKg,1648.24,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,April,8,Molasses,,molasses,PHP/MT,7263.07,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,888.78,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1710.21,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,May,9,Composite Price,,raw_sugar,PHP/LKg,1677.25,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,May,9,Molasses,,molasses,PHP/MT,7189.72,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1690.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,June,10,Composite Price,,raw_sugar,PHP/LKg,1690.0,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2015-2016,2015,June,10,Molasses,,molasses,PHP/MT,6580.83,2010-2015,data\extracted\millsite_prices\2010-2015\table_01_lattice.csv
2016-2017,2016,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,976.33,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1784.92,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,September,1,Composite Price,,raw_sugar,PHP/LKg,1720.23,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,September,1,Molasses,,molasses,PHP/MT,9900.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,1082.64,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1652.85,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,Composite Price,,raw_sugar,PHP/LKg,1607.23,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,Molasses,,molasses,PHP/MT,10153.3,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,1240.42,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1680.18,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,Composite Price,,raw_sugar,PHP/LKg,1644.99,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,Molasses,,molasses,PHP/MT,10189.27,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,1253.24,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1546.48,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,Composite Price,,raw_sugar,PHP/LKg,1523.02,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,Molasses,,molasses,PHP/MT,9427.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1846.45,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,January,5,Composite Price,,raw_sugar,PHP/LKg,1846.45,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,January,5,Molasses,,molasses,PHP/MT,8796.17,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1827.63,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,Composite Price,,raw_sugar,PHP/LKg,1827.63,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,Molasses,,molasses,PHP/MT,9165.9,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1844.7,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,Composite Price,,raw_sugar,PHP/LKg,1844.7,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,Molasses,,molasses,PHP/MT,8931.73,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1849.46,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,Composite Price,,raw_sugar,PHP/LKg,1849.46,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,Molasses,,molasses,PHP/MT,9163.99,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1799.29,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,Composite Price,,raw_sugar,PHP/LKg,1799.29,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,Molasses,,molasses,PHP/MT,9020.3,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1717.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,Composite Price,,raw_sugar,PHP/LKg,1717.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,Molasses,,molasses,PHP/MT,9131.52,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1645.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,Composite Price,,raw_sugar,PHP/LKg,1645.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,Molasses,,molasses,PHP/MT,7585.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1805.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,Composite Price,,raw_sugar,PHP/LKg,1805.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,Molasses,,molasses,PHP/MT,9175.0,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2017-2018,2017,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,1140.44,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1359.06,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,"""D"" World Market","""D""",raw_sugar,PHP/LKg,702.11,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,Composite Price,,raw_sugar,PHP/LKg,1271.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,Molasses,,molasses,PHP/MT,6761.67,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,1171.9,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1329.94,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""D"" World Market","""D""",raw_sugar,PHP/LKg,709.77,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,Composite Price,,raw_sugar,PHP/LKg,1252.12,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,Molasses,,molasses,PHP/MT,6280.83,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,1169.94,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1224.95,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""D"" World Market","""D""",raw_sugar,PHP/LKg,758.04,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,Composite Price,,raw_sugar,PHP/LKg,1172.76,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,Molasses,,molasses,PHP/MT,4109.35,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,1179.51,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1301.31,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""D"" World Market","""D""",raw_sugar,PHP/LKg,760.85,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,Composite Price,,raw_sugar,PHP/LKg,1235.09,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,Molasses,,molasses,PHP/MT,4373.5,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,1258.4,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1538.26,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,Composite Price,,raw_sugar,PHP/LKg,1517.13,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,Molasses,,molasses,PHP/MT,9078.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,1318.97,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1470.36,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,Composite Price,,raw_sugar,PHP/LKg,1461.27,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,Molasses,,molasses,PHP/MT,8657.96,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,1334.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,1382.37,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,872.78,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,Composite Price,,raw_sugar,PHP/LKg,1325.06,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,Molasses,,molasses,PHP/MT,7606.93,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,1288.16,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
