crop_year,crop_year_start,month,month_order,price_kind,market_level,product_type,unit,price,source_period,source_file
2022-2023,2022,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,4100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,3817.92,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,84.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,94.28,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,87.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,3673.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,4047.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,4100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,3802.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2023-2024,2023,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,83.87,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,93.08,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,86.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,3512.47,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,4016.97,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,3773.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,3750.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,83.02,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,91.44,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,85.14,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,3380.58,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3924.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,3675.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,3750.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,81.48,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,91.06,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,84.62,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,3265.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3826.74,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,3524.02,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,3350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,79.83,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,88.72,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,82.74,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,3122.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3620.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,3335.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,77.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,86.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,81.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,2942.95,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,2950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3521.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,3138.71,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,76.52,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,86.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,81.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,2914.64,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,2950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3496.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,3100.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,76.33,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.4,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,79.51,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,2976.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,2900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3568.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,3087.46,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,3050.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,76.2,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.85,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,78.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,3024.21,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3631.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,3129.81,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,77.04,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.54,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,79.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,3053.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3674.49,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,3146.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,78.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,86.73,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,79.79,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,3047.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3674.12,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3600.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,3156.93,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,77.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,79.62,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,3031.37,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3663.15,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3550.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,3165.87,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,76.92,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,76.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,84.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,83.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,78.77,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,3025.31,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,2940.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3614.38,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3440.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,3164.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2024-2025,2024,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,76.89,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,84.52,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,79.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,3024.22,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3593.44,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
