crop_year,crop_year_start,month,month_order,price_kind,market_level,product_type,unit,price,source_period,source_file
2014-2015,2014,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.48,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.65,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.87,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1654.8,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2090.8,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1815.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.01,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1656.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2140.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1805.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,43.96,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.46,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1704.38,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2166.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1819.38,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,43.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.15,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.38,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1769.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2230.67,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1884.44,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.64,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.95,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.95,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1872.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,2321.71,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2006.43,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.51,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.88,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1942.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2434.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2099.69,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,46.17,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,53.79,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.65,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1925.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2441.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2099.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,47.12,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.51,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,50.28,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1876.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,2428.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2052.81,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,47.31,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.67,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,50.46,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1828.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,2409.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2014-2015,2014,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,1993.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,49.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,56.81,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,52.28,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1687.75,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,2293.25,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,2300.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1822.19,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1800.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,49.6,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,56.39,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.94,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1688.67,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,2278.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,2300.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1822.5,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,49.2,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.84,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.67,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1670.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1600.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2183.5,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1785.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,48.78,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.63,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.61,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1670.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1650.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2176.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1776.25,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1725.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,48.4,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.4,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.35,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1711.78,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1710.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2221.11,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1810.97,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,48.2,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.29,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.28,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1731.71,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1710.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2262.57,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2250.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1810.71,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,48.05,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.02,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.2,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1731.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2284.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2270.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1825.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,47.32,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.32,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,50.37,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1709.17,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,2270.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,2270.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,1820.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,47.44,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.38,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,50.52,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1770.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2260.69,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2300.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,1849.31,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,1900.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,48.04,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.32,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1736.11,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
