crop_year,crop_year_start,month,month_order,price_type,sugar_class,product_type,unit,raw_value,survey_status,price,include_in_analysis,source_period,source_file
2022-2023,2022,December,4,Molasses,,molasses,PHP/MT,"13,380.56",reported,13380.56,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,889.43",reported,1889.43,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,889.43",reported,1889.43,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,January,5,Molasses,,molasses,PHP/MT,"11,197.66",reported,11197.66,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,816.10",reported,1816.1,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,816.10",reported,1816.1,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,February,6,Molasses,,molasses,PHP/MT,"11,426.29",reported,11426.29,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,022.94",reported,2022.94,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,Composite Price,,raw_sugar,PHP/LKg,"2,022.94",reported,2022.94,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,March,7,Molasses,,molasses,PHP/MT,"11,617.55",reported,11617.55,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,184.18",reported,2184.18,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,Composite Price,,raw_sugar,PHP/LKg,"2,184.18",reported,2184.18,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,April,8,Molasses,,molasses,PHP/MT,"11,766.47",reported,11766.47,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,273.26",reported,2273.26,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,Composite Price,,raw_sugar,PHP/LKg,"2,273.26",reported,2273.26,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,May,9,Molasses,,molasses,PHP/MT,"11,414.15",reported,11414.15,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,348.83",reported,2348.83,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,Composite Price,,raw_sugar,PHP/LKg,"2,348.83",reported,2348.83,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,June,10,Molasses,,molasses,PHP/MT,"12,670.09",reported,12670.09,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,370.00",reported,2370.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,Composite Price,,raw_sugar,PHP/LKg,"2,370.00",reported,2370.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,July,11,Molasses,,molasses,PHP/MT,"12,831.50",reported,12831.5,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,875.47",reported,2875.47,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,Composite Price,,raw_sugar,PHP/LKg,"2,875.47",reported,2875.47,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2022-2023,2022,August,12,Molasses,,molasses,PHP/MT,"12,991.16",reported,12991.16,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2023-2024,2023,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,757.71",reported,2757.71,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,September,1,Composite Price,,raw_sugar,PHP/LKg,"2,757.71",reported,2757.71,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,September,1,Molasses,,molasses,PHP/MT,"15,078.57",reported,15078.57,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,703.18",reported,2703.18,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,Composite Price,,raw_sugar,PHP/LKg,"2,703.18",reported,2703.18,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,October,2,Molasses,,molasses,PHP/MT,"14,941.98",reported,14941.98,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,615.54",reported,2615.54,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,Composite Price,,raw_sugar,PHP/LKg,"2,615.54",reported,2615.54,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,November,3,Molasses,,molasses,PHP/MT,"14,956.27",reported,14956.27,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,414.98",reported,2414.98,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,Composite Price,,raw_sugar,PHP/LKg,"2,414.98",reported,2414.98,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,December,4,Molasses,,molasses,PHP/MT,"15,145.21",reported,15145.21,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2023-2024,2023,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,425.27",reported,3425.27,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,Composite Price,,raw_sugar,PHP/LKg,"3,425.27",reported,3425.27,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,January,5,Molasses,,molasses,PHP/MT,"13,387.33",reported,13387.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,091.99",reported,3091.99,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,Composite Price,,raw_sugar,PHP/LKg,"3,091.99",reported,3091.99,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,February,6,Molasses,,molasses,PHP/MT,"13,328.40",reported,13328.4,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,100.77",reported,3100.77,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,Composite Price,,raw_sugar,PHP/LKg,"3,100.77",reported,3100.77,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,March,7,Molasses,,molasses,PHP/MT,"13,454.62",reported,13454.62,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,177.19",reported,3177.19,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,Composite Price,,raw_sugar,PHP/LKg,"3,177.19",reported,3177.19,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,April,8,Molasses,,molasses,PHP/MT,"14,117.12",reported,14117.12,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,120.01",reported,3120.01,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,Composite Price,,raw_sugar,PHP/LKg,"3,120.01",reported,3120.01,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,May,9,Molasses,,molasses,PHP/MT,"14,071.95",reported,14071.95,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,033.33",reported,3033.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,Composite Price,,raw_sugar,PHP/LKg,"3,033.33",reported,3033.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,June,10,Molasses,,molasses,PHP/MT,"15,364.58",reported,15364.58,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,000.00",reported,3000.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,Composite Price,,raw_sugar,PHP/LKg,"3,000.00",reported,3000.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,July,11,Molasses,,molasses,PHP/MT,"15,450.00",reported,15450.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,Terminated,terminated,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2023-2024,2023,August,12,Molasses,,molasses,PHP/MT,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2024-2025,2024,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,756.44",reported,2756.44,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,Composite Price,,raw_sugar,PHP/LKg,"2,756.44",reported,2756.44,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,September,1,Molasses,,molasses,PHP/MT,"18,449.50",reported,18449.5,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,801.25",reported,2801.25,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,Composite Price,,raw_sugar,PHP/LKg,"2,801.25",reported,2801.25,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,October,2,Molasses,,molasses,PHP/MT,"18,346.59",reported,18346.59,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,653.33",reported,2653.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,Composite Price,,raw_sugar,PHP/LKg,"2,653.33",reported,2653.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,November,3,Molasses,,molasses,PHP/MT,"17,345.44",reported,17345.44,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,486.63",reported,2486.63,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,Composite Price,,raw_sugar,PHP/LKg,"2,486.63",reported,2486.63,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,December,4,Molasses,,molasses,PHP/MT,"16,274.12",reported,16274.12,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2024-2025,2024,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,405.23",reported,2405.23,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,January,5,Composite Price,,raw_sugar,PHP/LKg,"2,405.23",reported,2405.23,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,January,5,Molasses,,molasses,PHP/MT,"15,473.22",reported,15473.22,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,546.43",reported,2546.43,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,Composite Price,,raw_sugar,PHP/LKg,"2,546.43",reported,2546.43,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,February,6,Molasses,,molasses,PHP/MT,"15,821.89",reported,15821.89,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,753.42",reported,2753.42,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,Composite Price,,raw_sugar,PHP/LKg,"2,753.42",reported,2753.42,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,March,7,Molasses,,molasses,PHP/MT,"16,034.60",reported,16034.6,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,560.14",reported,2560.14,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,Composite Price,,raw_sugar,PHP/LKg,"2,560.14",reported,2560.14,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,April,8,Molasses,,molasses,PHP/MT,"16,678.97",reported,16678.97,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,444.22",reported,2444.22,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,Composite Price,,raw_sugar,PHP/LKg,"2,444.22",reported,2444.22,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,May,9,Molasses,,molasses,PHP/MT,"17,172.71",reported,17172.71,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,Terminated,terminated,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,June,10,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,June,10,Molasses,,molasses,PHP/MT,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,Terminated,terminated,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,July,11,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,July,11,Molasses,,molasses,PHP/MT,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,Terminated,terminated,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,August,12,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2024-2025,2024,August,12,Molasses,,molasses,PHP/MT,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_02_lattice.csv
2025-2026,2025,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,753.82",reported,2753.82,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,January,5,Composite Price,,raw_sugar,PHP/LKg,"2,753.82",reported,2753.82,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,January,5,Molasses,,molasses,PHP/MT,"14,849.36",reported,14849.36,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,910.05",reported,2910.05,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,Composite Price,,raw_sugar,PHP/LKg,"2,910.05",reported,2910.05,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,February,6,Molasses,,molasses,PHP/MT,"11,968.37",reported,11968.37,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,760.37",reported,2760.37,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,Composite Price,,raw_sugar,PHP/LKg,"2,760.37",reported,2760.37,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,March,7,Molasses,,molasses,PHP/MT,"11,110.08",reported,11110.08,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,626.54",reported,2626.54,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,Composite Price,,raw_sugar,PHP/LKg,"2,626.54",reported,2626.54,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,April,8,Molasses,,molasses,PHP/MT,"10,289.62",reported,10289.62,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,709.29",reported,2709.29,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,Composite Price,,raw_sugar,PHP/LKg,"2,709.29",reported,2709.29,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,May,9,Molasses,,molasses,PHP/MT,"10,984.03",reported,10984.03,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,680.98",reported,2680.98,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,Composite Price,,raw_sugar,PHP/LKg,"2,680.98",reported,2680.98,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,June,10,Molasses,,molasses,PHP/MT,"14,854.71",reported,14854.71,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,550.00",reported,2550.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,Composite Price,,raw_sugar,PHP/LKg,"2,550.00",reported,2550.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,July,11,Molasses,,molasses,PHP/MT,"12,862.50",reported,12862.5,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"2,462.50",reported,2462.5,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
2025-2026,2025,August,12,Composite Price,,raw_sugar,PHP/LKg,"2,462.50",reported,2462.5,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_01_lattice.csv
