crop_year,month,month_order,indicator,product_type,unit_original,value_lkg,value_mt,source_dataset,source_period,source_file,sugar_class,crop_year_start
2014-2015,October,2,raw_sugar_production,raw_sugar,MT,3169880.0,158494.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,October,2,refined_sugar_production,refined_sugar,LKg,1623075.0,81153.75,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1355836.0,67791.8,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,3679340.0,183967.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,November,3,raw_sugar_production,raw_sugar,MT,6528200.0,326410.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,November,3,refined_sugar_production,refined_sugar,LKg,2277043.0,113852.15,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,November,3,refined_sugar_withdrawals,refined_sugar,LKg,2156729.0,107836.45,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,December,4,raw_sugar_domestic_withdrawals,raw_sugar,MT,3574520.0,178726.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,December,4,raw_sugar_production,raw_sugar,MT,5631780.0,281589.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,December,4,refined_sugar_production,refined_sugar,LKg,2223994.0,111199.7,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,December,4,refined_sugar_withdrawals,refined_sugar,LKg,1663150.0,83157.5,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,January,5,raw_sugar_domestic_withdrawals,raw_sugar,MT,3882660.0,194133.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,January,5,raw_sugar_production,raw_sugar,MT,6681680.0,334084.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,January,5,refined_sugar_production,refined_sugar,LKg,2259613.0,112980.65,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,January,5,refined_sugar_withdrawals,refined_sugar,LKg,1714490.0,85724.5,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,February,6,raw_sugar_domestic_withdrawals,raw_sugar,MT,3894420.0,194721.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,February,6,raw_sugar_production,raw_sugar,MT,8039180.0,401959.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,February,6,refined_sugar_production,refined_sugar,LKg,3124172.0,156208.6,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,February,6,refined_sugar_withdrawals,refined_sugar,LKg,1777931.0,88896.55,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,March,7,raw_sugar_domestic_withdrawals,raw_sugar,MT,6606820.0,330341.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,March,7,raw_sugar_production,raw_sugar,MT,8910360.0,445518.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,March,7,refined_sugar_production,refined_sugar,LKg,3939203.0,196960.15,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,March,7,refined_sugar_withdrawals,refined_sugar,LKg,2154934.0,107746.7,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,April,8,raw_sugar_domestic_withdrawals,raw_sugar,MT,6873360.0,343668.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,April,8,raw_sugar_production,raw_sugar,MT,3976600.0,198830.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,April,8,refined_sugar_production,refined_sugar,LKg,2405134.0,120256.7,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,April,8,refined_sugar_withdrawals,refined_sugar,LKg,1679034.0,83951.70000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,May,9,raw_sugar_domestic_withdrawals,raw_sugar,MT,4472380.0,223619.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,May,9,raw_sugar_production,raw_sugar,MT,1264760.0,63238.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,May,9,refined_sugar_production,refined_sugar,LKg,1711529.0,85576.45000000001,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,May,9,refined_sugar_withdrawals,refined_sugar,LKg,2031509.0,101575.45,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,June,10,raw_sugar_domestic_withdrawals,raw_sugar,MT,3889000.0,194450.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,June,10,raw_sugar_production,raw_sugar,MT,89680.0,4484.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,June,10,refined_sugar_production,refined_sugar,LKg,972463.0,48623.15,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,June,10,refined_sugar_withdrawals,refined_sugar,LKg,1243740.0,62187.0,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,July,11,raw_sugar_domestic_withdrawals,raw_sugar,MT,1339400.0,66970.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,July,11,raw_sugar_production,raw_sugar,MT,6320.0,316.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,July,11,refined_sugar_production,refined_sugar,LKg,380167.0,19008.35,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,July,11,refined_sugar_withdrawals,refined_sugar,LKg,1352259.0,67612.95,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,August,12,raw_sugar_domestic_withdrawals,raw_sugar,MT,1722700.0,86135.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,August,12,raw_sugar_production,raw_sugar,MT,146380.0,7319.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,August,12,refined_sugar_production,refined_sugar,LKg,73471.0,3673.55,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1617970.0,80898.5,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2015-2016,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,1675300.0,83765.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,September,1,raw_sugar_production,raw_sugar,MT,1027440.0,51372.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,September,1,refined_sugar_production,refined_sugar,LKg,240152.0,12007.6,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,September,1,refined_sugar_withdrawals,refined_sugar,LKg,1371919.0,68595.95,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,1991780.0,99589.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,October,2,raw_sugar_production,raw_sugar,MT,2326660.0,116333.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,October,2,refined_sugar_production,refined_sugar,LKg,795563.0,39778.15,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1407008.0,70350.40000000001,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,3118060.0,155903.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,November,3,raw_sugar_production,raw_sugar,MT,4854960.0,242748.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,November,3,refined_sugar_production,refined_sugar,LKg,2017130.0,100856.5,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,November,3,refined_sugar_withdrawals,refined_sugar,LKg,1924653.0,96232.65,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,December,4,raw_sugar_domestic_withdrawals,raw_sugar,MT,2847900.0,142395.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,December,4,raw_sugar_production,raw_sugar,MT,6119960.0,305998.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,December,4,refined_sugar_production,refined_sugar,LKg,2261678.0,113083.9,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,December,4,refined_sugar_withdrawals,refined_sugar,LKg,1443939.0,72196.95,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,January,5,raw_sugar_domestic_withdrawals,raw_sugar,MT,5370440.0,268522.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,January,5,raw_sugar_production,raw_sugar,MT,9746840.0,487342.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,January,5,refined_sugar_production,refined_sugar,LKg,3307249.0,165362.45,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,January,5,refined_sugar_withdrawals,refined_sugar,LKg,1916483.0,95824.15,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,February,6,raw_sugar_domestic_withdrawals,raw_sugar,MT,5767160.0,288358.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,February,6,raw_sugar_production,raw_sugar,MT,8284820.0,414241.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,February,6,refined_sugar_production,refined_sugar,LKg,3103359.0,155167.95,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,February,6,refined_sugar_withdrawals,refined_sugar,LKg,1714577.0,85728.85,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,March,7,raw_sugar_domestic_withdrawals,raw_sugar,MT,4384880.0,219244.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,March,7,raw_sugar_production,raw_sugar,MT,6203940.0,310197.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,March,7,refined_sugar_production,refined_sugar,LKg,2657010.0,132850.5,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,March,7,refined_sugar_withdrawals,refined_sugar,LKg,1277129.0,63856.45,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,April,8,raw_sugar_domestic_withdrawals,raw_sugar,MT,3341540.0,167077.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,April,8,raw_sugar_production,raw_sugar,MT,3853960.0,192698.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,April,8,refined_sugar_production,refined_sugar,LKg,2249222.0,112461.1,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,April,8,refined_sugar_withdrawals,refined_sugar,LKg,1252377.0,62618.850000000006,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,May,9,raw_sugar_domestic_withdrawals,raw_sugar,MT,4500540.0,225027.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,May,9,raw_sugar_production,raw_sugar,MT,1895840.0,94792.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,May,9,refined_sugar_production,refined_sugar,LKg,1590325.0,79516.25,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,May,9,refined_sugar_withdrawals,refined_sugar,LKg,1371864.0,68593.2,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,June,10,raw_sugar_domestic_withdrawals,raw_sugar,MT,3815680.0,190784.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,June,10,raw_sugar_production,raw_sugar,MT,390120.0,19506.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,June,10,refined_sugar_production,refined_sugar,LKg,846991.0,42349.55,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,June,10,refined_sugar_withdrawals,refined_sugar,LKg,1341446.0,67072.3,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,July,11,raw_sugar_domestic_withdrawals,raw_sugar,MT,4216720.0,210836.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,July,11,raw_sugar_production,raw_sugar,MT,15820.0,791.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,July,11,refined_sugar_production,refined_sugar,LKg,77950.0,3897.5,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,July,11,refined_sugar_withdrawals,refined_sugar,LKg,1309190.0,65459.5,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2015-2016,August,12,raw_sugar_domestic_withdrawals,raw_sugar,MT,2233400.0,111670.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2015
2015-2016,August,12,raw_sugar_production,raw_sugar,MT,57080.0,2854.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2015
2015-2016,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1247722.0,62386.100000000006,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv,,2015
2016-2017,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,1595060.0,79753.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,September,1,raw_sugar_production,raw_sugar,MT,417120.0,20856.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,September,1,refined_sugar_production,refined_sugar,LKg,9950.0,497.5,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,September,1,refined_sugar_withdrawals,refined_sugar,LKg,895878.0,44793.9,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,2432460.0,121623.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,October,2,raw_sugar_production,raw_sugar,MT,2544080.0,127204.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,October,2,refined_sugar_production,refined_sugar,LKg,315233.0,15761.65,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1350843.0,67542.15000000001,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,2430100.0,121505.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,November,3,raw_sugar_production,raw_sugar,MT,3168080.0,158404.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,November,3,refined_sugar_production,refined_sugar,LKg,965039.0,48251.95,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,November,3,refined_sugar_withdrawals,refined_sugar,LKg,1187954.0,59397.7,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,December,4,raw_sugar_domestic_withdrawals,raw_sugar,MT,2513760.0,125688.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,December,4,raw_sugar_production,raw_sugar,MT,5082840.0,254142.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,December,4,refined_sugar_production,refined_sugar,LKg,1731373.0,86568.65000000001,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,December,4,refined_sugar_withdrawals,refined_sugar,LKg,1308035.0,65401.75,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,January,5,raw_sugar_domestic_withdrawals,raw_sugar,MT,3914400.0,195720.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,January,5,raw_sugar_production,raw_sugar,MT,6910000.0,345500.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,January,5,refined_sugar_production,refined_sugar,LKg,2284862.0,114243.1,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,January,5,refined_sugar_withdrawals,refined_sugar,LKg,1722779.0,86138.95000000001,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,February,6,raw_sugar_domestic_withdrawals,raw_sugar,MT,3866400.0,193320.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,February,6,raw_sugar_production,raw_sugar,MT,7834960.0,391748.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,February,6,refined_sugar_production,refined_sugar,LKg,2491933.0,124596.65,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,February,6,refined_sugar_withdrawals,refined_sugar,LKg,1733173.0,86658.65000000001,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,March,7,raw_sugar_domestic_withdrawals,raw_sugar,MT,4733740.0,236687.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,March,7,raw_sugar_production,raw_sugar,MT,7984800.0,399240.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,March,7,refined_sugar_production,refined_sugar,LKg,2921022.0,146051.1,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,March,7,refined_sugar_withdrawals,refined_sugar,LKg,1545205.0,77260.25,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,April,8,raw_sugar_domestic_withdrawals,raw_sugar,MT,5748980.0,287449.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,April,8,raw_sugar_production,raw_sugar,MT,7756760.0,387838.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,April,8,refined_sugar_production,refined_sugar,LKg,3314421.0,165721.05000000002,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,April,8,refined_sugar_withdrawals,refined_sugar,LKg,2032763.0,101638.15,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,May,9,raw_sugar_domestic_withdrawals,raw_sugar,MT,3840500.0,192025.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,May,9,raw_sugar_production,raw_sugar,MT,4968420.0,248421.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,May,9,refined_sugar_production,refined_sugar,LKg,2158989.0,107949.45,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,May,9,refined_sugar_withdrawals,refined_sugar,LKg,1792381.0,89619.05,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,June,10,raw_sugar_domestic_withdrawals,raw_sugar,MT,4259220.0,212961.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,June,10,raw_sugar_production,raw_sugar,MT,2564660.0,128233.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,June,10,refined_sugar_production,refined_sugar,LKg,1358612.0,67930.6,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,June,10,refined_sugar_withdrawals,refined_sugar,LKg,1810192.0,90509.6,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,July,11,raw_sugar_domestic_withdrawals,raw_sugar,MT,4039220.0,201961.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,July,11,raw_sugar_production,raw_sugar,MT,765240.0,38262.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,July,11,refined_sugar_production,refined_sugar,LKg,1260255.0,63012.75,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,July,11,refined_sugar_withdrawals,refined_sugar,LKg,2062981.0,103149.05,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2016-2017,August,12,raw_sugar_domestic_withdrawals,raw_sugar,MT,2953620.0,147681.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2016
2016-2017,August,12,raw_sugar_production,raw_sugar,MT,13220.0,661.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,August,12,refined_sugar_production,refined_sugar,LKg,440511.0,22025.550000000003,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2016
2016-2017,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1837479.0,91873.95,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2016
2017-2018,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,1748840.0,87442.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2017
2017-2018,September,1,raw_sugar_production,raw_sugar,MT,233840.0,11692.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2017
2017-2018,September,1,refined_sugar_withdrawals,refined_sugar,LKg,1200776.0,60038.8,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2017
2017-2018,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,2813980.0,140699.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2017
2017-2018,October,2,raw_sugar_production,raw_sugar,MT,2503500.0,125175.0,raw_production,2015-2020,data\extracted\raw_production\2015-2020\table_01_lattice.csv,,2017
2017-2018,October,2,refined_sugar_production,refined_sugar,LKg,868845.0,43442.25,refined_production,2015-2020,data\extracted\refined_production\2015-2020\table_01_lattice.csv,,2017
2017-2018,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1821316.0,91065.8,refined_withdrawals,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_01_lattice.csv,,2017
2017-2018,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,2611500.0,130575.0,raw_domestic_withdrawals,2015-2020,data\extracted\raw_domestic_withdrawals\2015-2020\table_01_lattice.csv,"""B"" Domestic",2017
