crop_year,month,month_order,indicator,product_type,unit_original,value_lkg,value_mt,source_dataset,source_period,source_file,sugar_class,crop_year_start
2010-2011,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1762242.0,88112.1,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2010
2011-2012,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,1229160.0,61458.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,September,1,raw_sugar_production,raw_sugar,MT,109240.0,5462.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,September,1,refined_sugar_withdrawals,refined_sugar,LKg,1237608.0,61880.4,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,2230660.0,111533.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,October,2,raw_sugar_production,raw_sugar,MT,2920040.0,146002.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,October,2,refined_sugar_production,refined_sugar,LKg,551476.0,27573.800000000003,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1511068.0,75553.40000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,2512720.0,125636.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,November,3,raw_sugar_production,raw_sugar,MT,5595300.0,279765.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,November,3,refined_sugar_production,refined_sugar,LKg,1881302.0,94065.1,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,November,3,refined_sugar_withdrawals,refined_sugar,LKg,1284723.0,64236.15,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,December,4,raw_sugar_domestic_withdrawals,raw_sugar,MT,3192860.0,159643.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,December,4,raw_sugar_production,raw_sugar,MT,6562680.0,328134.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,December,4,refined_sugar_production,refined_sugar,LKg,2141073.0,107053.65,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,December,4,refined_sugar_withdrawals,refined_sugar,LKg,1300583.0,65029.15,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,January,5,raw_sugar_domestic_withdrawals,raw_sugar,MT,4357400.0,217870.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,January,5,raw_sugar_production,raw_sugar,MT,7840660.0,392033.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,January,5,refined_sugar_production,refined_sugar,LKg,3166597.0,158329.85,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,January,5,refined_sugar_withdrawals,refined_sugar,LKg,1461171.0,73058.55,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,February,6,raw_sugar_domestic_withdrawals,raw_sugar,MT,4283940.0,214197.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,February,6,raw_sugar_production,raw_sugar,MT,7284260.0,364213.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,February,6,refined_sugar_production,refined_sugar,LKg,2834026.0,141701.30000000002,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,February,6,refined_sugar_withdrawals,refined_sugar,LKg,1479015.0,73950.75,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,March,7,raw_sugar_domestic_withdrawals,raw_sugar,MT,4086820.0,204341.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,March,7,raw_sugar_production,raw_sugar,MT,6895800.0,344790.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,March,7,refined_sugar_production,refined_sugar,LKg,3105412.0,155270.6,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,March,7,refined_sugar_withdrawals,refined_sugar,LKg,1724968.0,86248.40000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,April,8,raw_sugar_domestic_withdrawals,raw_sugar,MT,4873000.0,243650.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,April,8,raw_sugar_production,raw_sugar,MT,5052680.0,252634.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,April,8,refined_sugar_production,refined_sugar,LKg,2880487.0,144024.35,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,April,8,refined_sugar_withdrawals,refined_sugar,LKg,1963675.0,98183.75,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,May,9,raw_sugar_domestic_withdrawals,raw_sugar,MT,3181300.0,159065.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,May,9,raw_sugar_production,raw_sugar,MT,1969140.0,98457.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,May,9,refined_sugar_production,refined_sugar,LKg,1467545.0,73377.25,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,May,9,refined_sugar_withdrawals,refined_sugar,LKg,1697336.0,84866.8,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,June,10,raw_sugar_domestic_withdrawals,raw_sugar,MT,3803700.0,190185.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,June,10,raw_sugar_production,raw_sugar,MT,558680.0,27934.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,June,10,refined_sugar_production,refined_sugar,LKg,658469.0,32923.450000000004,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,June,10,refined_sugar_withdrawals,refined_sugar,LKg,1834245.0,91712.25,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,July,11,raw_sugar_domestic_withdrawals,raw_sugar,MT,3457260.0,172863.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,July,11,raw_sugar_production,raw_sugar,MT,83400.0,4170.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,July,11,refined_sugar_production,refined_sugar,LKg,37344.0,1867.2,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,July,11,refined_sugar_withdrawals,refined_sugar,LKg,2078606.0,103930.3,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2011-2012,August,12,raw_sugar_domestic_withdrawals,raw_sugar,MT,3388500.0,169425.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2011
2011-2012,August,12,raw_sugar_production,raw_sugar,MT,10740.0,537.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2011
2011-2012,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1324434.0,66221.7,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2011
2012-2013,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,2075000.0,103750.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,September,1,raw_sugar_production,raw_sugar,MT,1470560.0,73528.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,September,1,refined_sugar_withdrawals,refined_sugar,LKg,1676203.0,83810.15000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,2548460.0,127423.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,October,2,raw_sugar_production,raw_sugar,MT,4169560.0,208478.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,October,2,refined_sugar_production,refined_sugar,LKg,1243493.0,62174.65,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1694900.0,84745.0,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,3358700.0,167935.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,November,3,raw_sugar_production,raw_sugar,MT,6080180.0,304009.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,November,3,refined_sugar_production,refined_sugar,LKg,1979204.0,98960.2,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,November,3,refined_sugar_withdrawals,refined_sugar,LKg,1465056.0,73252.8,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,December,4,raw_sugar_domestic_withdrawals,raw_sugar,MT,4583480.0,229174.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,December,4,raw_sugar_production,raw_sugar,MT,8795180.0,439759.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,December,4,refined_sugar_production,refined_sugar,LKg,2932556.0,146627.80000000002,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,December,4,refined_sugar_withdrawals,refined_sugar,LKg,1942043.0,97102.15,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,January,5,raw_sugar_domestic_withdrawals,raw_sugar,MT,3710280.0,185514.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,January,5,raw_sugar_production,raw_sugar,MT,7162920.0,358146.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,January,5,refined_sugar_production,refined_sugar,LKg,2909271.0,145463.55000000002,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,January,5,refined_sugar_withdrawals,refined_sugar,LKg,1481320.0,74066.0,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,February,6,raw_sugar_domestic_withdrawals,raw_sugar,MT,4309720.0,215486.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,February,6,raw_sugar_production,raw_sugar,MT,7893020.0,394651.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,February,6,refined_sugar_production,refined_sugar,LKg,3097608.0,154880.4,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,February,6,refined_sugar_withdrawals,refined_sugar,LKg,1656271.0,82813.55,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,March,7,raw_sugar_domestic_withdrawals,raw_sugar,MT,5013140.0,250657.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,March,7,raw_sugar_production,raw_sugar,MT,7781420.0,389071.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,March,7,refined_sugar_production,refined_sugar,LKg,3716172.0,185808.6,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,March,7,refined_sugar_withdrawals,refined_sugar,LKg,1691548.0,84577.40000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,April,8,raw_sugar_domestic_withdrawals,raw_sugar,MT,5475880.0,273794.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,April,8,raw_sugar_production,raw_sugar,MT,4194080.0,209704.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,April,8,refined_sugar_production,refined_sugar,LKg,2557688.0,127884.4,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,April,8,refined_sugar_withdrawals,refined_sugar,LKg,1673739.0,83686.95000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,May,9,raw_sugar_domestic_withdrawals,raw_sugar,MT,4027660.0,201383.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,May,9,raw_sugar_production,raw_sugar,MT,1281000.0,64050.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,May,9,refined_sugar_production,refined_sugar,LKg,2132999.0,106649.95,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,May,9,refined_sugar_withdrawals,refined_sugar,LKg,1675787.0,83789.35,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,June,10,raw_sugar_domestic_withdrawals,raw_sugar,MT,3916500.0,195825.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,June,10,raw_sugar_production,raw_sugar,MT,312040.0,15602.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,June,10,refined_sugar_production,refined_sugar,LKg,528915.0,26445.75,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,June,10,refined_sugar_withdrawals,refined_sugar,LKg,2229269.0,111463.45,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,July,11,raw_sugar_domestic_withdrawals,raw_sugar,MT,2198820.0,109941.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,July,11,raw_sugar_production,raw_sugar,MT,6860.0,343.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,July,11,refined_sugar_withdrawals,refined_sugar,LKg,1535022.0,76751.1,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2012-2013,August,12,raw_sugar_domestic_withdrawals,raw_sugar,MT,2472600.0,123630.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2012
2012-2013,August,12,raw_sugar_production,raw_sugar,MT,155500.0,7775.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,August,12,refined_sugar_production,refined_sugar,LKg,3.0,0.15,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2012
2012-2013,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1774497.0,88724.85,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2012
2013-2014,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,2072740.0,103637.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,September,1,raw_sugar_production,raw_sugar,MT,1667060.0,83353.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,September,1,refined_sugar_production,refined_sugar,LKg,206561.0,10328.05,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,September,1,refined_sugar_withdrawals,refined_sugar,LKg,1480361.0,74018.05,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,2522200.0,126110.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,October,2,raw_sugar_production,raw_sugar,MT,3716420.0,185821.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,October,2,refined_sugar_production,refined_sugar,LKg,1649236.0,82461.8,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,October,2,refined_sugar_withdrawals,refined_sugar,LKg,1772969.0,88648.45000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,November,3,raw_sugar_domestic_withdrawals,raw_sugar,MT,2641280.0,132064.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,November,3,raw_sugar_production,raw_sugar,MT,4798180.0,239909.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,November,3,refined_sugar_production,refined_sugar,LKg,1584942.0,79247.1,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,November,3,refined_sugar_withdrawals,refined_sugar,LKg,1578836.0,78941.8,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,December,4,raw_sugar_domestic_withdrawals,raw_sugar,MT,4283100.0,214155.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,December,4,raw_sugar_production,raw_sugar,MT,8411780.0,420589.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,December,4,refined_sugar_production,refined_sugar,LKg,2885683.0,144284.15,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,December,4,refined_sugar_withdrawals,refined_sugar,LKg,2323265.0,116163.25,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,January,5,raw_sugar_domestic_withdrawals,raw_sugar,MT,4271080.0,213554.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,January,5,raw_sugar_production,raw_sugar,MT,6692140.0,334607.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,January,5,refined_sugar_production,refined_sugar,LKg,2573611.0,128680.55,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,January,5,refined_sugar_withdrawals,refined_sugar,LKg,1565605.0,78280.25,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,February,6,raw_sugar_domestic_withdrawals,raw_sugar,MT,4335360.0,216768.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,February,6,raw_sugar_production,raw_sugar,MT,8039200.0,401960.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,February,6,refined_sugar_production,refined_sugar,LKg,3165192.0,158259.6,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,February,6,refined_sugar_withdrawals,refined_sugar,LKg,2019055.0,100952.75,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,March,7,raw_sugar_domestic_withdrawals,raw_sugar,MT,6200320.0,310016.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,March,7,raw_sugar_production,raw_sugar,MT,9357680.0,467884.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,March,7,refined_sugar_production,refined_sugar,LKg,3808332.0,190416.6,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,March,7,refined_sugar_withdrawals,refined_sugar,LKg,2278333.0,113916.65,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,April,8,raw_sugar_domestic_withdrawals,raw_sugar,MT,4474940.0,223747.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,April,8,raw_sugar_production,raw_sugar,MT,4035080.0,201754.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,April,8,refined_sugar_production,refined_sugar,LKg,2231665.0,111583.25,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,April,8,refined_sugar_withdrawals,refined_sugar,LKg,1652508.0,82625.40000000001,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,May,9,raw_sugar_domestic_withdrawals,raw_sugar,MT,4663800.0,233190.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,May,9,raw_sugar_production,raw_sugar,MT,1642480.0,82124.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,May,9,refined_sugar_production,refined_sugar,LKg,1593592.0,79679.6,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,May,9,refined_sugar_withdrawals,refined_sugar,LKg,1880503.0,94025.15,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,June,10,raw_sugar_domestic_withdrawals,raw_sugar,MT,4031480.0,201574.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,June,10,raw_sugar_production,raw_sugar,MT,477240.0,23862.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,June,10,refined_sugar_production,refined_sugar,LKg,932718.0,46635.9,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,June,10,refined_sugar_withdrawals,refined_sugar,LKg,2157932.0,107896.6,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,July,11,raw_sugar_domestic_withdrawals,raw_sugar,MT,2740080.0,137004.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,July,11,raw_sugar_production,raw_sugar,MT,111280.0,5564.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,July,11,refined_sugar_production,refined_sugar,LKg,25318.0,1265.9,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,July,11,refined_sugar_withdrawals,refined_sugar,LKg,1881190.0,94059.5,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2013-2014,August,12,raw_sugar_domestic_withdrawals,raw_sugar,MT,1812480.0,90624.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2013
2013-2014,August,12,raw_sugar_production,raw_sugar,MT,287620.0,14381.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,August,12,refined_sugar_production,refined_sugar,LKg,30863.0,1543.15,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2013
2013-2014,August,12,refined_sugar_withdrawals,refined_sugar,LKg,1728152.0,86407.6,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2013
2014-2015,September,1,raw_sugar_domestic_withdrawals,raw_sugar,MT,1831560.0,91578.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
2014-2015,September,1,raw_sugar_production,raw_sugar,MT,2031520.0,101576.0,raw_production,2010-2015,data\extracted\raw_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,September,1,refined_sugar_production,refined_sugar,LKg,537770.0,26888.5,refined_production,2010-2015,data\extracted\refined_production\2010-2015\table_01_lattice.csv,,2014
2014-2015,September,1,refined_sugar_withdrawals,refined_sugar,LKg,1418420.0,70921.0,refined_withdrawals,2010-2015,data\extracted\refined_withdrawals\2010-2015\table_01_lattice.csv,,2014
2014-2015,October,2,raw_sugar_domestic_withdrawals,raw_sugar,MT,3047480.0,152374.0,raw_domestic_withdrawals,2010-2015,data\extracted\raw_domestic_withdrawals\2010-2015\table_01_lattice.csv,"""B"" Domestic",2014
