0,1,2,3,4,5
May,"1,146.72","1,796.38",,"1,757.40","7,591.26"
June,"1,162.15","1,994.11",,"1,944.19","7,806.03"
July,"1,154.80","2,003.60",,"1,952.67","8,252.00"
August,terminated milling,,,,
AVERAGE,"1,151.44","1,541.49",684.22,"1,487.89","6,282.06"
