crop_year,month,month_order,price_kind,market_level,product_type,unit,value_position,price,source_period,source_file
2010-2011,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3039.21,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,58.69,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,61.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,65.01,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2375.57,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,2611.52,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2870.08,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,59.07,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,61.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,65.54,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2099.63,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,2317.13,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2589.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,57.37,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,60.07,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,63.26,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1975.07,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,2224.58,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2492.14,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,55.01,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,57.83,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,61.68,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1818.79,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,2019.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2315.29,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,53.24,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,56.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,60.04,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1561.83,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1787.7,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2045.71,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,49.92,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,53.24,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,57.15,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1443.96,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1668.68,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1910.6,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,44.97,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,47.77,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,51.17,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1457.45,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1586.12,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1888.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,41.66,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,45.17,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,48.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2019-2020,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1687.75,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1822.19,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2293.25,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,49.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,52.28,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,56.81,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1688.67,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1822.5,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2278.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,49.6,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.94,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,56.39,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1670.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1785.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2183.5,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,49.2,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.67,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,55.84,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1670.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1776.25,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2176.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,48.78,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.61,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,55.63,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1711.78,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1810.97,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2221.11,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,48.4,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.35,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,54.4,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1731.71,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1810.71,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2262.57,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,48.2,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.28,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,55.29,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1731.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1825.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2284.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,48.05,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.2,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,55.02,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1709.17,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1820.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2270.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,47.32,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,50.37,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,54.32,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1770.83,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1849.31,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2260.69,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,47.44,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,50.52,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,54.38,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1736.11,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1956.67,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2244.86,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,48.04,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.32,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,55.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1744.5,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1893.61,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2224.21,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,47.98,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.29,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,54.97,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1736.39,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1885.45,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2201.11,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,47.91,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,51.28,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,54.96,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1800.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2300.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2300.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1600.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2200.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1650.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1725.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2200.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1710.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2200.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1710.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2250.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2270.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2270.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1900.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2300.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
