crop_year,month,month_order,product_type,metric,unit,value_lkg,value_mt,source_period,source_file
2021-2022,July,11,refined_sugar,refined_sugar_withdrawals,LKg,1354494.0,67724.7,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2020-2021,July,11,refined_sugar,refined_sugar_withdrawals,LKg,1623398.0,81169.90000000001,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2024-2025,August,12,refined_sugar,refined_sugar_withdrawals,LKg,865969.0,43298.450000000004,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2023-2024,August,12,refined_sugar,refined_sugar_withdrawals,LKg,1439188.0,71959.40000000001,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2022-2023,August,12,refined_sugar,refined_sugar_withdrawals,LKg,519388.0,25969.4,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2021-2022,August,12,refined_sugar,refined_sugar_withdrawals,LKg,587861.0,29393.050000000003,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2020-2021,August,12,refined_sugar,refined_sugar_withdrawals,LKg,1740712.0,87035.6,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2024-2025,September,1,refined_sugar,refined_sugar_withdrawals,LKg,590405.0,29520.25,2020-2025,data\extracted\refined_withdrawals\2020-2025\table_01_lattice.csv
2015-2016,September,1,refined_sugar,refined_sugar_withdrawals,LKg,1371919.0,68595.95,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,October,2,refined_sugar,refined_sugar_withdrawals,LKg,1407008.0,70350.40000000001,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,November,3,refined_sugar,refined_sugar_withdrawals,LKg,1924653.0,96232.65000000001,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,December,4,refined_sugar,refined_sugar_withdrawals,LKg,1443939.0,72196.95,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,January,5,refined_sugar,refined_sugar_withdrawals,LKg,1916483.0,95824.15000000001,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,February,6,refined_sugar,refined_sugar_withdrawals,LKg,1714577.0,85728.85,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,March,7,refined_sugar,refined_sugar_withdrawals,LKg,1277129.0,63856.450000000004,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,April,8,refined_sugar,refined_sugar_withdrawals,LKg,1252377.0,62618.850000000006,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,May,9,refined_sugar,refined_sugar_withdrawals,LKg,1371864.0,68593.2,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,June,10,refined_sugar,refined_sugar_withdrawals,LKg,1341446.0,67072.3,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,July,11,refined_sugar,refined_sugar_withdrawals,LKg,1309190.0,65459.5,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
2015-2016,August,12,refined_sugar,refined_sugar_withdrawals,LKg,1247722.0,62386.100000000006,2015-2020,data\extracted\refined_withdrawals\2015-2020\table_02_lattice.csv
