0
"CROP YEAR2015-2016"
"1,371,919"
"1,407,008"
"1,924,653"
"1,443,939"
"1,916,483"
"1,714,577"
"1,277,129"
"1,252,377"
"1,371,864"
"1,341,446"
"1,309,190"
"1,247,722"
"17,578,307"
"1,464,859"
